표준코드,단축코드,한글종목명,한글종목약명,영문종목명,상장일,기초지수명,지수산출기관,추적배수,복제방법,기초시장분류,기초자산분류,상장좌수,운용사,CU수량,총보수,과세유형
"KR7251350005","251350","삼성 KODEX MSCI World 증권상장지수투자신탁[주식]","KODEX 선진국MSCI World","Samsung KODEX MSCI World ETF","2016/08/17","MSCI World","MSCI","일반 (1)","실물(패시브)","해외","주식","23500000","삼성자산운용","50000","0.300","배당소득세(해외주식투자전용ETF)"
"KR7275280006","275280","삼성 KODEX MSCI모멘텀증권상장지수투자신탁[주식형]","KODEX MSCI모멘텀","SAMSUNG KODEX MSCI Momentum ETF","2017/07/11","MSCI Korea IMI Momentum Capped","MSCI","일반 (1)","실물(패시브)","국내","주식","600000","삼성자산운용","100000","0.300","비과세"
"KR7275290005","275290","삼성 KODEX MSCI밸류증권상장지수투자신탁[주식형]","KODEX MSCI밸류","SAMSUNG KODEX MSCI Enhanced Value ETF","2017/07/11","MSCI Korea IMI Enhanced Value Capped","MSCI","일반 (1)","실물(패시브)","국내","주식","700000","삼성자산운용","100000","0.300","비과세"
"KR7275300002","275300","삼성 KODEX MSCI퀄리티증권상장지수투자신탁[주식형]","KODEX MSCI퀄리티","SAMSUNG KODEX MSCI Quality ETF","2017/07/11","MSCI Korea IMI Quality Capped","MSCI","일반 (1)","실물(패시브)","국내","주식","600000","삼성자산운용","100000","0.300","비과세"
"KR7269420006","269420","삼성 KODEX S&P글로벌인프라증권상장지수투자신탁[주식-파생형](합성)","KODEX S&P글로벌인프라(합성)","SAMSUNG KODEX S&P Global Infrastructure ETF-SYNTH","2017/05/16","S&P Global Infrastructure Index","S&P","일반 (1)","합성(패시브)","해외","주식","1796000","삼성자산운용","1000","0.260","배당소득세(보유기간과세)"
"KR7291890002","291890","삼성 KODEX SGX MSCI EM 선물증권상장지수투자신탁[주식-파생형](H)","KODEX MSCI EM선물(H)","Samsung KODEX SGX MSCI EM Futures ETF(H)","2018/03/23","iEdge Emerging Markets Futures Index(ER)","SGX(Singapore Exchange)","일반 (1)","실물(패시브)","해외","주식","600000","삼성자산운용","50000","0.450","배당소득세(보유기간과세)"
"KR7433970001","433970","삼성 KODEX TDF2030액티브증권상장지수투자신탁[혼합-재간접형]","KODEX TDF2030액티브","SAMSUNG KODEX Target Date 2030 ACTIVE ETF","2022/06/30","Samsung Korea Target Date 2030 Index (Price Return)","S&P","일반 (1)","실물(액티브)","국내&해외","혼합자산","1050000","삼성자산운용","50000","0.200","배당소득세(보유기간과세)"
"KR7433980000","433980","삼성 KODEX TDF2040액티브증권상장지수투자신탁[혼합-재간접형]","KODEX TDF2040액티브","SAMSUNG KODEX Target Date 2040 ACTIVE ETF","2022/06/30","Samsung Korea Target Date 2040 Index (Price Return)","S&P","일반 (1)","실물(액티브)","국내&해외","혼합자산","750000","삼성자산운용","50000","0.250","배당소득세(보유기간과세)"
"KR7434060000","434060","삼성 KODEX TDF2050액티브증권상장지수투자신탁[혼합-재간접형]","KODEX TDF2050액티브","SAMSUNG KODEX Target Date 2050 ACTIVE ETF","2022/06/30","Samsung Korea Target Date 2050 Index (Price Return)","S&P","일반 (1)","실물(액티브)","국내&해외","혼합자산","1000000","삼성자산운용","50000","0.300","배당소득세(보유기간과세)"
"KR7329650006","329650","삼성 KODEX TRF3070증권상장지수투자신탁[채권혼합]","KODEX TRF3070","SAMSUNG KODEX TRF3070 ETF","2019/07/04","FnGuide TRF 3070 지수","FnGuide","일반 (1)","실물(패시브)","국내&해외","혼합자산","14500000","삼성자산운용","100000","0.240","배당소득세(보유기간과세)"
"KR7329660005","329660","삼성 KODEX TRF5050증권상장지수투자신탁[주식혼합-재간접]","KODEX TRF5050","SAMSUNG KODEX TRF5050 ETF","2019/07/04","FnGuide TRF 5050 지수","FnGuide","일반 (1)","실물(패시브)","국내&해외","혼합자산","1800000","삼성자산운용","100000","0.170","배당소득세(보유기간과세)"
"KR7329670004","329670","삼성 KODEX TRF7030증권상장지수투자신탁[주식혼합-재간접]","KODEX TRF7030","SAMSUNG KODEX TRF7030 ETF","2019/07/04","FnGuide TRF 7030 지수","FnGuide","일반 (1)","실물(패시브)","국내&해외","혼합자산","1600000","삼성자산운용","100000","0.100","배당소득세(보유기간과세)"
"KR7352540009","352540","삼성 KODEX TSE일본리츠부동산상장지수투자신탁[REITs-파생재간접형](H)","KODEX TSE일본리츠(H)","SAMSUNG KODEX TSE Japan REITs ETF(H)","2020/05/13","Tokyo Stock Exchange REIT Index","TSE(Tokyo Stock Exchange)","일반 (1)","실물(패시브)","해외","부동산","700000","삼성자산운용","100000","0.300","배당소득세(분리과세부동산ETF)"
"KR7315930008","315930","삼성 KODEX Top5Plus Total Return증권상장지수투자신탁[주식형]","KODEX Top5PlusTR","Samsung KODEX Top5Plus Total Return ETF","2019/01/22","FnGuide TOP 5 Plus Total Return 지수","FnGuide","일반 (1)","실물(패시브)","국내","주식","37200000","삼성자산운용","100000","0.150","배당소득세(보유기간과세)"
"KR7271050007","271050","삼성 KODEX WTI원유선물인버스특별자산상장지수투자신탁(원유-파생형)(H)","KODEX WTI원유선물인버스(H)","Samsung KODEX WTI Crude Oil Futures Inverse ETF(H)","2017/06/13","S&P GSCI Crude Oil Index ER","S&P","1X 인버스 (-1)","실물(패시브)","해외","원자재","19125000","삼성자산운용","25000","0.350","배당소득세(보유기간과세)"
"KR7261220008","261220","삼성 KODEX WTI원유선물특별자산상장지수투자신탁[원유-파생형](H)","KODEX WTI원유선물(H)","SAMSUNG KODEX WTI Oil Futures ETF(H)","2016/12/27","S&P GSCI Crude Oil Index ER","S&P","일반 (1)","실물(패시브)","해외","원자재","5050000","삼성자산운용","25000","0.350","배당소득세(보유기간과세)"
"KR7300950003","300950","삼성 KODEX 게임산업증권상장지수투자신탁[주식]","KODEX 게임산업","Samsung KODEX Game Industry ETF","2018/07/24","FnGuide 게임 산업 지수","FnGuide","일반 (1)","실물(패시브)","국내","주식","2000000","삼성자산운용","100000","0.450","비과세"
"KR7266390004","266390","삼성 KODEX 경기소비재증권상장지수투자신탁[주식형]","KODEX 경기소비재","Samsung KODEX Consumer Discretionary ETF","2017/03/28","KRX 경기소비재","KRX","일반 (1)","실물(패시브)","국내","주식","700000","삼성자산운용","100000","0.450","비과세"
"KR7279530000","279530","삼성 KODEX 고배당증권상장지수투자신탁[주식]","KODEX 고배당","Samsung KODEX High Dividend ETF","2017/10/17","FnGuide 고배당 Plus 지수","FnGuide","일반 (1)","실물(패시브)","국내","주식","4300000","삼성자산운용","100000","0.300","비과세"
"KR7280940008","280940","삼성 KODEX 골드선물인버스특별자산상장지수투자신탁[금-파생형](H)","KODEX 골드선물인버스(H)","Samsung KODEX Gold Inverse Futures ETF(H)","2017/11/09","S&P GSCI GOLD Index Excess Return","S&P","1X 인버스 (-1)","실물(패시브)","해외","원자재","600000","삼성자산운용","100000","0.450","배당소득세(보유기간과세)"
"KR7132030008","132030","삼성 KODEX 골드선물특별자산상장지수투자신탁(금-파생형)(H)","KODEX 골드선물(H)","SAMSUNG KODEX GOLD FUTURES SPECIAL ASSET ETF","2010/10/01","S&P GSCI Gold Index(TR)","S&P","일반 (1)","실물(패시브)","해외","원자재","16000000","삼성자산운용","100000","0.680","배당소득세(보유기간과세)"
"KR7138910005","138910","삼성 KODEX 구리선물특별자산상장지수투자신탁(구리-파생형)(H)","KODEX 구리선물(H)","SAMSUNG KODEX COPPER FUTURES SPECIAL ASSET ETF","2011/03/15","S&P GSCI North American Copper Index(TR)","S&P","일반 (1)","실물(패시브)","해외","원자재","1800000","삼성자산운용","100000","0.680","배당소득세(보유기간과세)"
"KR7439870007","439870","삼성 KODEX 국고채30년액티브증권상장지수투자신탁[채권]","KODEX 국고채30년액티브","SAMSUNG KODEX 30-Years Treasury Bond Active ETF","2022/08/23","KAP 국고채 30년 총수익 지수","한국자산평가(KAP)","일반 (1)","실물(액티브)","국내","채권","769000","삼성자산운용","1000","0.050","배당소득세(보유기간과세)"
"KR7114260003","114260","삼성 KODEX 국고채권 증권상장지수투자신탁[채권]","KODEX 국고채3년","SAMSUNG KODEX TREASURY BOND ETF","2009/07/29","MKF 국고채지수(총수익)","FnGuide","일반 (1)","실물(패시브)","국내","채권","2698000","삼성자산운용","2000","0.150","배당소득세(보유기간과세)"
"KR7292770005","292770","삼성 KODEX 국채선물3년인버스증권상장지수투자신탁[채권-파생형]","KODEX 국채선물3년인버스","Samsung KODEX 3Y F-KTB INVERSE ETF","2018/04/13","국채선물지수","KRX","1X 인버스 (-1)","실물(패시브)","국내","채권","84000","삼성자산운용","6000","0.070","배당소득세(보유기간과세)"
"KR7276990009","276990","삼성 KODEX 글로벌4차산업로보틱스증권상장지수투자신탁(주식-파생형)(합성)","KODEX 글로벌4차산업로보틱스(합성)","SAMSUNG KODEX Global Robotics & Automation ETF-SYNTH","2017/08/17","ROBO Global Robotics & Automation UCITS Price Return Index","ROBO Global","일반 (1)","합성(패시브)","국내&해외","주식","1096000","삼성자산운용","1000","0.300","배당소득세(보유기간과세)"
"KR7102960002","102960","삼성 KODEX 기계장비증권상장지수투자신탁[주식]","KODEX 기계장비","SAMSUNG KODEX MACHINARY & EQUIPMENT ETF","2008/05/29","KRX 기계장비","KRX","일반 (1)","실물(패시브)","국내","주식","2820000","삼성자산운용","20000","0.450","비과세"
"KR7352560007","352560","삼성 KODEX 다우존스미국리츠부동산상장지수투자신탁[REITs-파생재간접형](H)","KODEX 다우존스미국리츠(H)","SAMSUNG KODEX DJI US REITs ETF(H)","2020/05/13","Dow Jones U.S. Real Estate PR Index","S&P","일반 (1)","실물(패시브)","해외","부동산","1250000","삼성자산운용","50000","0.090","배당소득세(분리과세부동산ETF)"
"KR7273140004","273140","삼성 KODEX 단기변동금리부채권액티브증권상장지수투자신탁[채권]","KODEX 단기변동금리부채권액티브","Samsung KODEX Active Korea FRN(Bank 1Y, AAA) ETF","2017/06/29","KAP 단기변동금리부은행채권지수","한국자산평가(KAP)","일반 (1)","실물(액티브)","국내","채권","4275000","삼성자산운용","1000","0.150","배당소득세(보유기간과세)"
"KR7244620001","244620","삼성 KODEX 모멘텀PLUS증권상장지수투자신탁[주식]","KODEX 모멘텀Plus","Samsung KODEX Momentum PLUS ETF","2016/05/13","FnGuide 모멘텀 Plus 지수","FnGuide","일반 (1)","실물(패시브)","국내","주식","800000","삼성자산운용","100000","0.300","비과세"
"KR7428560007","428560","삼성 KODEX 미국ETF산업Top10 Indxx증권상장지수투자신탁[주식]","KODEX 미국ETF산업Top10 Indxx","SAMSUNG KODEX US ETF Industry Top10 Indxx ETF","2022/05/17","Indxx US ETF Industry Top10 Index(Price Return)","Indxx","일반 (1)","실물(패시브)","해외","주식","1600000","삼성자산운용","50000","0.500","배당소득세(보유기간과세)"
"KR7314250002","314250","삼성 KODEX 미국FANG플러스증권상장지수투자신탁[주식-파생형](H)","KODEX 미국FANG플러스(H)","Samsung KODEX FANG PLUS ETF(H)","2019/01/10","NYSE FANG+TM Index","ICE Data Indices, LLC","일반 (1)","실물(패시브)","해외","주식","19780000","삼성자산운용","10000","0.450","배당소득세(보유기간과세)"
"KR7379800006","379800","삼성 KODEX 미국S&P500 Total Return증권상장지수투자신탁[주식]","KODEX 미국S&P500TR","SAMSUNG KODEX S&P500 Total Return ETF","2021/04/09","S&P 500 Total Return Index","S&P","일반 (1)","실물(패시브)","해외","주식","40950000","삼성자산운용","50000","0.050","배당소득세(보유기간과세)"
"KR7276970001","276970","삼성 KODEX 미국S&P500배당귀족커버드콜증권상장지수투자신탁[주식-파생형](합성 H)","KODEX 미국S&P500배당귀족커버드콜(합성 H)","SAMSUNG KODEX US S&P500 Dividend Aristocrats Covered Call ETF-SYNTH(H)","2017/08/10","S&P500 Dividend Aristocrats Covered Call(7.2% Premium) Index","S&P","일반 (1)","합성(패시브)","해외","주식","5200000","삼성자산운용","100000","0.300","배당소득세(보유기간과세)"
"KR7379810005","379810","삼성 KODEX 미국나스닥100 Total Return증권상장지수투자신탁[주식]","KODEX 미국나스닥100TR","SAMSUNG KODEX US NASDAQ100 Total Return ETF","2021/04/09","NASDAQ-100 Total Return Index","NASDAQ","일반 (1)","실물(패시브)","해외","주식","35850000","삼성자산운용","50000","0.050","배당소득세(보유기간과세)"
"KR7409820008","409820","삼성 KODEX 미국나스닥100레버리지증권상장지수투자신탁[주식-파생형](합성 H)","KODEX 미국나스닥100레버리지(합성 H)","SAMSUNG KODEX US NASDAQ100 Leverage ETF(SYNTH H)","2021/12/09","NASDAQ 100","NASDAQ","2X 레버리지 (2)","합성(패시브)","해외","주식","36250000","삼성자산운용","50000","0.300","배당소득세(보유기간과세)"
"KR7409810009","409810","삼성 KODEX 미국나스닥100선물인버스증권상장지수투자신탁[주식-파생형](H)","KODEX 미국나스닥100선물인버스(H)","SAMSUNG KODEX US NASDAQ100 Futures Inverse ETF(H)","2021/12/09","NASDAQ 100","NASDAQ","1X 인버스 (-1)","실물(패시브)","해외","주식","950000","삼성자산운용","50000","0.300","배당소득세(보유기간과세)"
"KR7304940000","304940","삼성 KODEX 미국나스닥100선물증권상장지수투자신탁[주식-파생형](H)","KODEX 미국나스닥100선물(H)","Samsung KODEX US Nasdaq100 Futures ETF(H)","2018/08/30","NASDAQ 100","NASDAQ","일반 (1)","실물(패시브)","해외","주식","11250000","삼성자산운용","50000","0.050","배당소득세(보유기간과세)"
"KR7261250005","261250","삼성 KODEX 미국달러선물레버리지특별자산상장지수투자신탁(미국달러-파생형)","KODEX 미국달러선물레버리지","SAMSUNG KODEX USD Futures Leverage ETF","2016/12/27","미국달러선물지수","KRX","2X 레버리지 (2)","실물(패시브)","국내","통화","3270000","삼성자산운용","10000","0.450","배당소득세(보유기간과세)"
"KR7261260004","261260","삼성 KODEX 미국달러선물인버스2X특별자산상장지수투자신탁(미국달러-파생형)","KODEX 미국달러선물인버스2X","SAMSUNG KODEX USD Futures Inverse2X ETF","2016/12/27","미국달러선물지수","KRX","2X 인버스 (-2)","실물(패시브)","국내","통화","36400000","삼성자산운용","10000","0.450","배당소득세(보유기간과세)"
"KR7261270003","261270","삼성 KODEX 미국달러선물인버스특별자산상장지수투자신탁(미국달러-파생형)","KODEX 미국달러선물인버스","SAMSUNG KODEX USD Futures Inverse ETF","2016/12/27","미국달러선물지수","KRX","1X 인버스 (-1)","실물(패시브)","국내","통화","10290000","삼성자산운용","10000","0.450","배당소득세(보유기간과세)"
"KR7261240006","261240","삼성 KODEX 미국달러선물특별자산상장지수투자신탁(미국달러-파생형)","KODEX 미국달러선물","SAMSUNG KODEX USD Futures ETF","2016/12/27","미국달러선물지수","KRX","일반 (1)","실물(패시브)","국내","통화","13160000","삼성자산운용","10000","0.250","배당소득세(보유기간과세)"
"KR7280930009","280930","삼성 KODEX 미국러셀2000증권상장지수투자신탁[주식-파생형](H)","KODEX 미국러셀2000(H)","Samsung KODEX US Russell 2000 ETF(H)","2017/11/09","FTSE Russell 2000 Index","FTSE","일반 (1)","실물(패시브)","해외","주식","1950000","삼성자산운용","50000","0.450","배당소득세(보유기간과세)"
"KR7411420003","411420","삼성 KODEX 미국메타버스나스닥액티브증권상장지수투자신탁[주식]","KODEX 미국메타버스나스닥액티브","SAMSUNG KODEX US Metaverse Nasdaq Active ETF","2021/12/22","Nasdaq Yewno Metaverse Index (Price Return)","NASDAQ","일반 (1)","실물(액티브)","해외","주식","16400000","삼성자산운용","100000","0.500","배당소득세(보유기간과세)"
"KR7390390003","390390","삼성 KODEX 미국반도체MV증권상장지수투자신탁[주식]","KODEX 미국반도체MV","SAMSUNG KODEX US Semiconductor MV ETF","2021/06/30","MVIS US Listed Semiconductor 25 Index","MVIS","일반 (1)","실물(패시브)","해외","주식","6550000","삼성자산운용","50000","0.090","배당소득세(보유기간과세)"
"KR7441640000","441640","삼성 KODEX 미국배당프리미엄S&P액티브증권상장지수투자신탁[주식-파생형]","KODEX 미국배당프리미엄액티브","SAMSUNG KODEX US Dividend Premium S&P Active ETF","2022/09/27","S&P 500","S&P","일반 (1)","실물(액티브)","해외","주식","3300000","삼성자산운용","50000","0.430","배당소득세(보유기간과세)"
"KR7390400000","390400","삼성 KODEX 미국스마트모빌리티S&P증권상장지수투자신탁[주식]","KODEX 미국스마트모빌리티S&P","SAMSUNG KODEX US Smart Mobility S&P ETF","2021/06/30","S&P Kensho Smart Transportation","S&P","일반 (1)","실물(패시브)","해외","주식","1600000","삼성자산운용","100000","0.090","배당소득세(보유기간과세)"
"KR7218420008","218420","삼성 KODEX 미국에너지 증권상장지수투자신탁[주식-파생형](합성)","KODEX 미국S&P에너지(합성)","Samsung KODEX SYNTH-US Energy ETF","2015/04/28","S&P Select Sector Energy Index","S&P","일반 (1)","합성(패시브)","해외","주식","2084000","삼성자산운용","1000","0.250","배당소득세(보유기간과세)"
"KR7437080005","437080","삼성 KODEX 미국종합채권SRI액티브증권상장지수투자신탁(H)[채권]","KODEX 미국종합채권SRI액티브(H)","SAMSUNG KODEX US Bond SRI Active ETF(H)","2022/08/09","Bloomberg MSCI US Aggregate 2bn ex Securitized SRI Capped Index(Total Return)","Bloomberg","일반 (1)","실물(액티브)","해외","채권","571000","삼성자산운용","1000","0.180","배당소득세(보유기간과세)"
"KR7308620004","308620","삼성 KODEX 미국채10년선물증권상장지수투자신탁[채권-파생형]","KODEX 미국채10년선물","Samsung KODEX T-note Futures ETF","2018/10/19","S&P 10-Year U.S. Treasury Note Futures KRW(ER)","S&P","일반 (1)","실물(패시브)","해외","채권","1600000","삼성자산운용","100000","0.090","배당소득세(보유기간과세)"
"KR7304670003","304670","삼성 KODEX 미국채울트라30년선물인버스증권상장지수투자신탁[채권-파생형](H)","KODEX 미국채울트라30년선물인버스(H)","Samsung KODEX Ultra T-bond Futures Inverse(H) ETF","2018/09/12","S&P Ultra T-Bond Futures Index(ER)","S&P","1X 인버스 (-1)","실물(패시브)","해외","채권","700000","삼성자산운용","100000","0.300","배당소득세(보유기간과세)"
"KR7304660004","304660","삼성 KODEX 미국채울트라30년선물증권상장지수투자신탁[채권-파생형](H)","KODEX 미국채울트라30년선물(H)","Samsung KODEX Ultra T-bond Futures(H) ETF","2018/09/12","S&P Ultra T-Bond Futures Index(ER)","S&P","일반 (1)","실물(패시브)","해외","채권","5900000","삼성자산운용","100000","0.300","배당소득세(보유기간과세)"
"KR7419420005","419420","삼성 KODEX 미국클린에너지나스닥증권상장지수투자신탁[주식]","KODEX 미국클린에너지나스닥","SAMSUNG KODEX US Clean Energy Nasdaq ETF","2022/03/22","Nasdaq Clean Edge Green Energy Index (Price Return)","NASDAQ","일반 (1)","실물(패시브)","해외","주식","1300000","삼성자산운용","100000","0.450","배당소득세(보유기간과세)"
"KR7266360007","266360","삼성 KODEX 미디어&엔터테인먼트증권상장지수투자신탁(주식)","KODEX 미디어&엔터테인먼트","Samsung KODEX Media & Entertainment ETF","2017/03/28","KRX 미디어&엔터테인먼트","KRX","일반 (1)","실물(패시브)","국내","주식","2400000","삼성자산운용","100000","0.450","비과세"
"KR7244580007","244580","삼성 KODEX 바이오증권상장지수투자신탁[주식]","KODEX 바이오","Samsung KODEX BIO ETF","2016/05/13","FnGuide 바이오 지수","FnGuide","일반 (1)","실물(패시브)","국내","주식","4320000","삼성자산운용","80000","0.450","비과세"
"KR7091160002","091160","삼성 KODEX 반도체 증권상장지수투자신탁[주식]","KODEX 반도체","SAMSUNG KODEX SEMICON ETF","2006/06/27","KRX 반도체","KRX","일반 (1)","실물(패시브)","국내","주식","7850000","삼성자산운용","50000","0.450","비과세"
"KR7325020006","325020","삼성 KODEX 배당가치증권상장지수투자신탁[주식형]","KODEX 배당가치","SAMSUNG KODEX Dividend Value ETF","2019/05/31","FnGuide SLV 배당가치 지수","FnGuide","일반 (1)","실물(패시브)","국내","주식","12900000","삼성자산운용","100000","0.300","비과세"
"KR7211900006","211900","삼성 KODEX 배당성장 증권상장지수투자신탁(주식)","KODEX 배당성장","Samsung KODEX Dividend Growth ETF","2014/12/17","코스피 배당성장 50","KRX","일반 (1)","실물(패시브)","국내","주식","1300000","삼성자산운용","50000","0.150","비과세"
"KR7237370002","237370","삼성 KODEX 배당성장채권혼합 증권상장지수투자신탁(채권혼합)","KODEX 배당성장채권혼합","SAMSUNG KODEX GROWTH DIVIDEND BALANCED ETF","2016/01/27","배당성장채권혼합지수","KRX","일반 (1)","실물(패시브)","국내","혼합자산","1800000","삼성자산운용","200000","0.190","배당소득세(보유기간과세)"
"KR7244670006","244670","삼성 KODEX 밸류PLUS증권상장지수투자신탁[주식]","KODEX 밸류Plus","Samsung KODEX Value PLUS ETF","2016/05/13","FnGuide 벨류 Plus 지수","FnGuide","일반 (1)","실물(패시브)","국내","주식","900000","삼성자산운용","100000","0.300","비과세"
"KR7102780004","102780","삼성 KODEX 삼성그룹주 증권상장지수투자신탁[주식]","KODEX 삼성그룹","SAMSUNG KODEX Samsung Group ETF","2008/05/21","삼성그룹","FnGuide","일반 (1)","실물(패시브)","국내","주식","200600000","삼성자산운용","100000","0.250","비과세"
"KR7437070006","437070","삼성 KODEX 아시아달러채권SRI플러스액티브증권상장지수투자신탁[채권]","KODEX 아시아달러채권SRI플러스액티브","SAMSUNG KODEX Asia USD Bond SRI Plus Active ETF","2022/08/09","Bloomberg MSCI EM Asia Investment Grade Credit SRI Index(Total Return)","Bloomberg","일반 (1)","실물(액티브)","해외","채권","894000","삼성자산운용","2000","0.180","배당소득세(보유기간과세)"
"KR7400570008","400570","삼성 KODEX 유럽탄소배출권선물ICE특별자산상장지수투자신탁[탄소배출권-파생형](H)","KODEX 유럽탄소배출권선물ICE(H)","SAMSUNG KODEX Europe Carbon Allowance Futures ICE ETF(H)","2021/09/30","ICE EUA Carbon Futures Index(Excess Return)","ICE Data Indices, LLC","일반 (1)","실물(패시브)","해외","기타","5410000","삼성자산운용","10000","0.640","배당소득세(보유기간과세)"
"KR7144600004","144600","삼성 KODEX 은선물특별자산상장지수투자신탁(은-파생형)(H)","KODEX 은선물(H)","SAMSUNG KODEX SILVER FUTURES SPECIAL ASSET ETF","2011/07/18","S&P GSCI Silver Index(TR)","S&P","일반 (1)","실물(패시브)","해외","원자재","19500000","삼성자산운용","100000","0.680","배당소득세(보유기간과세)"
"KR7091170001","091170","삼성 KODEX 은행 증권상장지수투자신탁[주식]","KODEX 은행","SAMSUNG KODEX BANKs ETF","2006/06/27","KRX 은행","KRX","일반 (1)","실물(패시브)","국내","주식","27150000","삼성자산운용","50000","0.300","비과세"
"KR7091180000","091180","삼성 KODEX 자동차 증권상장지수투자신탁[주식]","KODEX 자동차","SAMSUNG KODEX AUTOs ETF","2006/06/27","KRX 자동차","KRX","일반 (1)","실물(패시브)","국내","주식","34050000","삼성자산운용","50000","0.450","비과세"
"KR7363570003","363570","삼성 KODEX 장기종합채권(AA-이상)액티브KAP증권상장지수투자신탁[채권]","KODEX 장기종합채권(AA-이상)액티브KAP","SAMSUNG KODEX Active KAP Long Term Korea Total Bond Market(AA-) ETF","2020/09/25","KAP 한국장기종합채권지수(AA-이상, 총수익)","한국자산평가(KAP)","일반 (1)","실물(액티브)","국내","채권","1724000","삼성자산운용","1000","0.045","배당소득세(보유기간과세)"
"KR7273130005","273130","삼성 KODEX 종합채권(AA-이상)액티브증권상장지수투자신탁[채권]","KODEX 종합채권(AA-이상)액티브","Samsung KODEX Active Korea Total Bond Market(AA-) ETF","2017/06/29","KAP 한국종합채권지수","한국자산평가(KAP)","일반 (1)","실물(액티브)","국내","채권","11616000","삼성자산운용","1000","0.045","배당소득세(보유기간과세)"
"KR7102970001","102970","삼성 KODEX 증권주 증권상장지수투자신탁[주식]","KODEX 증권","SAMSUNG KODEX Securities ETF","2008/05/29","KRX 증권","KRX","일반 (1)","실물(패시브)","국내","주식","6600000","삼성자산운용","50000","0.450","비과세"
"KR7419430004","419430","삼성 KODEX 차이나2차전지MSCI증권상장지수투자신탁[주식-파생형](합성)","KODEX 차이나2차전지MSCI(합성)","SAMSUNG KODEX MSCI China All Shares Batteries ETF(SYNTH)","2022/03/22","MSCI China all shares IMI Select Batteries Index(Price Return)","MSCI","일반 (1)","합성(패시브)","해외","주식","8400000","삼성자산운용","100000","0.250","배당소득세(보유기간과세)"
"KR7283580009","283580","삼성 KODEX 차이나CSI300증권상장지수투자신탁[주식-파생형]","KODEX 차이나CSI300","Samsung KODEX China CSI300 ETF","2017/12/13","CSI 300 Index","CSI","일반 (1)","실물(패시브)","해외","주식","7200000","삼성자산운용","200000","0.120","배당소득세(해외주식투자전용ETF)"
"KR7169950003","169950","삼성 KODEX 차이나FTSE China A50증권상장지수투자신탁[주식-파생형]","KODEX 차이나A50","SAMSUNG KODEX FTSE China A50 ETF","2013/01/21","FTSE China A50 Index","FTSE","일반 (1)","실물(패시브)","해외","주식","1200000","삼성자산운용","100000","0.120","배당소득세(해외주식투자전용ETF)"
"KR7204450001","204450","삼성 KODEX 차이나H레버리지증권상장지수투자신탁(주식-파생형)(H)","KODEX 차이나H레버리지(H)","Samsung KODEX China H Leverage ETF","2014/09/12","Hang Seng China H","HangSeng","2X 레버리지 (2)","실물(패시브)","해외","주식","26700000","삼성자산운용","100000","0.640","배당소득세(보유기간과세)"
"KR7099140006","099140","삼성 KODEX 차이나H증권상장지수투자신탁[주식]","KODEX 차이나H","SAMSUNG KODEX China H ETF","2007/10/10","Hang Seng China H","HangSeng","일반 (1)","실물(패시브)","해외","주식","2800000","삼성자산운용","50000","0.120","배당소득세(해외주식투자전용ETF)"
"KR7415340009","415340","삼성 KODEX 차이나과창판STAR50증권상장지수투자신탁[주식-파생형](합성)","KODEX 차이나과창판STAR50(합성)","SAMSUNG KODEX China STAR 50 ETF(SYNTH)","2022/01/13","STAR 50 Index(Price Return)","CSI","일반 (1)","합성(패시브)","해외","주식","12000000","삼성자산운용","100000","0.090","배당소득세(보유기간과세)"
"KR7428510002","428510","삼성 KODEX 차이나메타버스액티브증권상장지수투자신탁[주식]","KODEX 차이나메타버스액티브","SAMSUNG KODEX China Metaverse Active ETF","2022/05/17","Bloomberg Greater China Media & Tech Index(Price Return)","Bloomberg","일반 (1)","실물(액티브)","해외","주식","750000","삼성자산운용","50000","0.500","배당소득세(보유기간과세)"
"KR7256750001","256750","삼성 KODEX 차이나심천ChiNext증권상장지수투자신탁[주식-파생형](합성)","KODEX 차이나심천ChiNext(합성)","SAMSUNG KODEX ChiNext ETF(Synth)","2016/11/08","SZSE ChiNext Price Index","SSI(Shenzhen Securities Information Co Ltd)","일반 (1)","합성(패시브)","해외","주식","3600000","삼성자산운용","100000","0.470","배당소득세(보유기간과세)"
"KR7372330001","372330","삼성 KODEX 차이나항셍테크증권상장지수투자신탁[주식]","KODEX 차이나항셍테크","SAMSUNG KODEX China Hang Seng TECH ETF","2020/12/16","Hang Seng TECH Index","HangSeng","일반 (1)","실물(패시브)","해외","주식","24050000","삼성자산운용","50000","0.120","배당소득세(보유기간과세)"
"KR7279540009","279540","삼성 KODEX 최소변동성증권상장지수투자신탁[주식]","KODEX 최소변동성","Samsung KODEX Min Vol ETF","2017/10/17","KRX 최소변동성지수","KRX","일반 (1)","실물(패시브)","국내","주식","1200000","삼성자산운용","100000","0.300","비과세"
"KR7229200001","229200","삼성 KODEX 코스닥 150 증권상장지수투자신탁(주식)","KODEX 코스닥150","SAMSUNG KODEX KOSDAQ 150 ETF","2015/10/01","코스닥 150","KRX","일반 (1)","실물(패시브)","국내","주식","52700000","삼성자산운용","50000","0.250","비과세"
